var-1,var-2,var-3,var-4,var-5,Common,English Translated
qurbaniyon,kurbanyoun,,,,qurbaniyon,Sacrifices
lashkar,Lashker,lushkar,lashkr,,lashkar,Army
namona,namoona,,,,namona,Sample
niyato,neayaton,neayato,,,neayaton,Coincidences
honaa,hona,,,,hona,Being
dairon,daeron,dieron,daeroon,,dairon,Limits
thoray,thory,,,,thoray,Few
dilwaya,dilvaya,dlwaya,dilwayaa,,dilwaya,Bought
srf,srif,,,,srif,Only
kabool,Kabul,qabool,qabol,kabol,kabool,Acceptance
fikarmand,fikermand,fkermand,,,fikermand,Worried
phelti,pheliti,,,,phelti,Spreads
rabte,rabtey,rabitay,,,rabtey,Relationships
tanazey,tanazay,,,,tanazey,Differences
g,gi,ji,jee,jii,ji,Heart
bajtay,bjty,bajty,bjaty,,bajtay,Rings
tabsarey,tabseray,tabsaray,tabsiray,,tabsarey,Insights
jataay,Jatein,jatey,jty,,jatey,Go
reyasat,riyast,reyaasat,riyasat,,reyasat,Government
banado,bnado,banadoo,,,bnado,Create
Wesley,waselay,wasilay,,,Wesley,Wesley
taweel,tawel,tawil,,,taweel,Long
hartaal,Hartal,hurtaal,hurtal,,Hartal,Strike
kharedari,Kharidari,khareedari,kharedare,kharidare,kharedari,Shopping
chabi,chabii,chaabi,chabe,,chabi,Key
dhond,dhondh,dhoondh,dhundh,,dhoondh,Search
nazariyat,naziryaat,naziriyat,,,nazariyat,Theories
sadiyoon,sadyon,,,,sadyon,Centuries
khoty,khotyy,khoutay,khouty,,khoty,Pits
chalu,chalon,chalun,,,chalun,Let's go
uthata,,,,,uthata,Lifts
Suhana,sohana,,,,Suhana,Pleasant
sadma,sadima,,,,sadma,Shock
Risala,resala,,,,Risala,Message
chaki,chakki,chakii,chkii,,chakki,Mill
Naqsh,,,,,Naqsh,Pattern
aehwal,ahwal,,,,ahwal,Situations
jinhone,jinhune,jinhony,,,jinhone,Those who
sunane,sunani,,,,sunani,Narrate
tara,taara,,,,tara,Star
unglion,ungliyon,ungliyo,ungliyoun,,unglion,Fingers
saubatein,sobatian,,,,saubatein,Complaints
wafad,wafd,waffad,wafud,,wafad,Loyalty
ijtemat,ejtemaat,ijtemaat,,,ijtemat,Gatherings
tarana,taraana,,,,tarana,Song
gaal,gal,,,,gaal,Cheek
daldo,daaldo,daldoo,,,daldo,Insert
tanzeemo,tanzeemon,tanzemon,,,tanzeemo,Organizations
shikasht,shikast,shikesht,shikst,Shekast,shikasht,Broken
aijaad,ejaad,ijaad,ijad,,ijaad,Invention
kamyte,kameti,kamayte,kamayti,,kameti,Committees
jangein,jangain,,,,jangain,Wars
Khatmay,khatme,khatmey,khatimay,khattmay,Khatmay,Conclusions
taramim,taramem,,,,taramim,Arrangements
chandy,chandey,chanday,chunday,,chandy,Lamps
bahadur,bhadur,bhadr,bahudar,,bahadur,Brave
chonay,chunay,,,,chonay,Peas
gn,gin,,,,gin,Count
thkwat,,,,,thkwat,Difficulty
ibtadai,ibtadae,ebtadae,ibtaadai,ibtedai,ibtadae,Beginnings
tijoriyon,tijoriyoun,,,,tijoriyon,Safes
khair,khayer,kher,kheer,khyer,khair,Goodness
Nazim,naazim,mzim,,,Nazim,Organizer
sahiba,saahiba,,,,sahiba,Lady
 jassos,jasos,jasus,jasoos,jsos,jasoos,Spy
yaksaa,yaksan,,,,yaksaa,Alone
Hashim,hashm,haashim,Hshim,,Hashim,Hashim
haqooq,hakook,haqoq,haquq,huqoq,haqooq,Rights
hgai,hogae,hugye,hogai,hugai,hogae,Have become
jaein,jain,jaiy,jayin,jaen,jain,Where
pehchanay,,,,,pehchanay,Recognize
takar,takkar,,,,takar,Collision
tabahee,tabahi,tabai,Tabahe,,tabahi,Destruction
phsti,phasite,,,,phsti,Fails
onko,unko,,,,unko,Them
kamiyabiyon,kamyabeon,kamyabyon,kamyabiyoun,kamyabion,kamiyabiyon,Successes
Insha,InShaa,,,,Insha,Creation
wafaat,Wafat,,,,wafaat,Death
ghaflat,guflat,ghaflet,ghaflt,,ghaflat,Negligence
nateeja,nateja,natija,natijaa,natejaa,nateja,Result
Golimar,golemaar,,,,Golimar,Hit
qaiam,qaiem,qaim,qaiym,kaim,qaiam,Existence
itna,itnaa,itina,itena,,itna,So much
nazel,nazil,naazil,,,nazil,Descended
khano,Khanon,khanoun,,,khano,Eating
ayatien,ayaten,,,,ayatien,Verses
lagaya,lagaaya,lgaya,,,lagaya,Put
Nafli,nafile,nafilee,,,Nafli,Optional
azmae,azmai,,,,azmai,Trials
palak,paluk,,,,palak,Eyelid
inkishafat,inkashaafat,inkashafat,,,inkishafat,Revelations
lagataar,lagatar,,,,lagatar,Continuously
ilteja,iltija,eltija,,,iltija,Request
nokriya,naukryan,,,,nokriya,Jobs
Tezi,taze,tazi,,,Tezi,Speed
sooji,suji,soji,,,suji,Semolina
dhoonda,dhonda,dhunda,dhoondha,dhundha,dhoondha,Searched
tanha,tanhaa,,,,tanha,Lonely
rehaishgah,rehaiyshgaah,Rihaishgaah,,,rehaishgah,Residence
waha,wahaan,wahan,whan,,waha,There
dehato,dihato ,dihaton,,,dehato,Villages
samjhta,samjta,,,,samjhta,Thinks
jhande,jhandi,,,,jhandi,Flag
p,py,pay,,,py,On
Jehangir,jahanger,,,,Jehangir,Jehangir (Name)
norani,Nurani,noorani,,,norani,Radiant
darasal,derasal,drasal,darassal,,darasal,Actually
kotha,,,,,kotha,Cottage
rkhne,rakhine,rakhni,,,rakhine,Preserve
pana,,,,,pana,Achievement
sawaal,sawal,swal,,,sawal,Question
kehlai,kehlae,,,,kehlae,Named
falan,faln,,,,falan,So and so
hejray,hijray,,,,hijray,Migrants
rahai,rahain,rahein,rahien,rhain,rahai,Relief
Aitikaf,Aitkaf,aitkaaf,,,Aitkaf,Spiritual retreat
masrof,Masroof,masruf,,,Masroof,Busy
islaam,islm,islam,,,islam,Islam
dawey,dawy,davy,daway,davey,daway,Claims
khaya,khaaya,khayaa,,,khaya,Ate
hamdardiyan,hamderdyan,humdardyen,humdardiya,hamdardian,hamderdyan,Fellow beings
Kirshan,,,,,Kirshan,Christian
Qeemat,qemat,qiamat,qimat,,qemat,Value
khusra,khusraa,,,,khusra,Eunuch
yaani,,,,,yaani,That is to say
glasses,,,,,glasses,Glasses
khoudna,khaodna,,,,khoudna,Digging
baruf,burf,buruf,baraff,,baruf,Snow
Islamia,islaamia,islamea,Islamiya,islaamiya,Islamia,Islamic
nawafil,nawafl,,,,nawafil,Voluntary prayers
Nizame,Nizami,,,,Nizame,System
tashkeel,tashkil,,,,tashkeel,Formation
rujoo,Ruju,,,,Ruju,Return
sonpne,soonpni,sonpni,,,sonpne,Giving
Juzvi,juzwi,,,,juzwi,Partial
ghaliban,galiban,ghaleban,,,galiban,Probably
azezo,azeezo,,,,azeezo,Beloved
bahesiyat,bahesiat,bahesyat,bahaseyat,,bahesiyat,As
susral,susraal,sosral,,,susral,In-laws' house
yadon,,,,,yadon,Memories
uchalte,ochalta,,,,uchalte,Jumping
pabandiyon,pabendiyon,,,,pabandiyon,Disciplines
ijlaas,ijlas,ejlaas,ijalas,,ijlaas,Meeting
marfat,moarfat,maurfat,,,moarfat,Understanding
Faisal,faisl,,,,Faisal,Faisal (Name)
aslam,aslem,aslaam,aslm,aslum,aslam,Aslam (Name)
afraad,Afrad,,,,afraad,Individuals
gole,goli,,,,goli,Bullet
Utarna,otarana,,,,Utarna,Get off
deng,dang,dung,dangg,,dang,Danger
tabdeel,tabdel,Tabdil,,,tabdeel,Change
thakedar,thakydaar,thekadar,theekydar,thekeydar,thakedar,Watchman
kaghaz,kaghiz,,,,kaghaz,Paper
darjan,derjan,derjen,derjun,darjun,darjan,Dozen
Swami,suwami,,,,suwami,Husband
itella,etilaa,itelaa,Itla,Ittela,itella,Telegram
ukharna,okharina,,,,ukharna,Burp
kheelta,khelta,khailta,khlta,,khelta,Playing
jalson,jalsoun,,,,jalson,Gatherings
nachwatey,nuchwaty,nuchwatey,,,nachwatey,Dancing
farmata,farmaata,furmata,,,farmata,Says
khela,khaila,,,,khela,Game
qehqahon,,,,,qehqahon,Laughs
najane,najany,,,,najany,Don't know
Qarz,,,,,Qarz,Debt
dedetey,dydety,dedaty,dedetay,,dydety,Given
zauq,zoq,zouq,,,zauq,Taste
pooja,puja,poja,,,pooja,Worship
Darwazay,darwaze,darwazey,dervazy,drwazy,Darwazay,Doors
Vekh,vaikh,,,,Vekh,Look
phase,phassi,,,,phase,Phase
badnam,badnaam,,,,badnaam,Infamous
langar,lungar,,,,langar,Community kitchen
khans,khaans,,,,khans,Ditches
jetein,jeten,jetain,jety,,jetein,Win
neecha,neacha,necha,,,neecha,Low
zara,zarra,zra,,,zara,A little
chul,chal,chl,,,chal,Let's go
akalay,akaly,akely,akly,akalai,akely,Alone
wilayat,welayat,wilayet,,,wilayat,State
machana,machna,,,,machana,Stirring
khez,khaiz,kheiz,,,khaiz,Greedy
Tehreek,tehrek,tehrik,,,Tehreek,Movement
sogwar,sogwaar,,,,sogwar,Stern
itlaat,ittelaat,itelaat,Itlat,italat,itlaat,Information
Lapata,laputa,lapita,,,Lapata,Lost
kahlany,kahlaanay,kahlanay,kahlane,kahlani,kahlany,Mention
rasool,rasul,rasol,,,rasool,Prophet
Sopnay,sonpnay,,,,sonpnay,Sleeping
loher,loohar,looher,,,loher,Iron
naray,nare,narey,Nary,narai,naray,Cheers
Khowja,khowaja,khuwaja,Khwaja,,khowaja,Lord
Namaloom,namailoom,namalom,,,Namaloom,Unknown
aitabar,aitbar,aitebar,etebar,,aitbar,Trust
kheelte,khelte,khelti,khailti,khailte,khelte,Play
cheekhne,cheekhny,,,,cheekhny,Screaming
tarifon,tareefon,tareefo,,,tarifon,Praises
khilaya,khlaya,khilya,khilayaa,,khilaya,Fed
Poche,poochi,,,,Poche,Asked
krdijy,kardejey,,,,krdijy,Done
likhe,likhee,likhi,lkhi,,likhi,Written
jeetnay,jetnay,jitnay,jitney,jitny,jeetnay,Winning
ae,aae,aai,aie,aii,ae,Oh
Seerat,serat,,,,Seerat,Character
lazim,laazim,,,,lazim,Necessary
sambhala,sambhaala,samhala,sanbhala,smbhala,sambhala,Managed
darmiyani,dermiyani,dermiani,darmiani,drmiani,darmiyani,Intermediate
Siwa,,,,,Siwa,Except
faqt,fakat,faket,,,fakat,Only
baeruni,byruni,beruni,barone,,barone,Siblings
bakol,baqol,bakoul,,,bakol,All
sahibaan,sahiban,,,,sahibaan,Ladies
issey,issy,esy,isy,,esy,Such
sunte,sunti,,,,sunte,Listening
tahayat,taahayat,,,,tahayat,Respect
Janay,jaanay,jaany,,,Janay,Go
tasbeeh,tasbeh,tasbhe,tasbhee,tasbhi,tasbeeh,Rosary
ladka,larka,lrka,,,larka,Boy
marahil,marahel,,,,marahil,Stages
majilis,Majlis,majalis,,,Majlis,Gathering
nekal,nekaal,,,,nekal,Removed
naikiyon,naikeyou,nekeyoun,nakyon,nekiyon,naikiyon,Virtues
udaan,,,,,udaan,Flight
kajal,kajul,,,,kajal,Kohl
phansaya,phasaya,,,,phansaya,Trapped
kashti,kashte,,,,kashti,Boat
Naghma,nagma,nagima,,,Naghma,Melody
Rehaye,,,,,Rehaye,Relief
peshraft,peshruft,,,,peshraft,Advance
karari,karaare,karaari,,,karari,Firm
rachaya,rachya,,,,rachaya,Created
rukniyat,rukneyat,,,,rukniyat,Membership
manzilein,mnzily,menzily,,,manzilein,Destinations
wahid,waahid,,,,wahid,Unique
laazmi,lazmi,laazme,lazme,Lajmi,lazmi,Compulsory
Zanjeer,zanzeer,zangeer,,,Zanjeer,Chain
ba,baa,,,,ba,With
Gogi,gongi,gonge,goongi,,gongi,Mute
angrazoon,angrezon,angraizoo,angraizoon,,angrezon,Englishmen
kdr,Kidhar,kidr,kdhar,kdhr,Kidhar,Where
yahoodi,,,,,yahoodi,Jewish
satoon,saton,satun,,,satoon,Line
shaded,Shadeed,shadid,,,Shadeed,Intense
bahaduri,bhaduri,bahadure,,,bahaduri,Courage
majboran,majburan,majboorya,majboryan,,majboran,Compulsorily
khidmaat,,,,,khidmaat,Services
Kahani,kahane,kahanii,,,kahani,Story
Baghi,baghii,bhagi,bhaghi,,Baghi,Rebel
soche,sooche,souche,souchi,sonchi,soche,Think
Farar,faraar,,,,Farar,Flee
henn,hen,,,,hen,Are
hukamrano,hukmarano,hukmrano,hukumrano,hkomran,hukamrano,Rulers
chuti,chutti ,chutii,,,chuti,Leave
Nazron,naziro,nazro,,,Nazron,Eyes
jiay,jeay,jey,,,jeay,Live
rehnumao,rehnumaon,Rehnumaun,,,rehnumao,Guides
rako,ruku,raku,raqu,,raku,Racked
nawaza,Nawza,,,,nawaza,Bestowed
hoay,hoy,howy,hoye,hovy,howy,Became
farmaya,frmaya,farmayaa,,,farmaya,Said
aray,ary,ariy,arry,arye,ary,Come
khabrein,khabren,khabrain,,,khabrain,News
karte,kartee,karti,krte,krti,karti,Do
lehaz,lihaz,lihaaz,lehaaz,,lehaz,Consideration
patla,putla,,,,patla,Thin
fehla,fahla,,,,fahla,Wasted
habibi,habeebe,habebi,,,habibi,Beloved
hamara,humara,hmra,hmaara,hmara,hamara,Our
sarmayakari,sarmayakare,,,,sarmayakari,Investment
laate,lati,laati,,,lati,Bringing
rasomaat,rasomat,,,,rasomaat,Secrets
Parchay,parchy,,,,Parchay,Shadows
shahadat,shahdat,,,,shahadat,Testimony
pero,parson,parsoun,,,parson,Day before yesterday
hara,haara,haraa,,,hara,Green
marna,maarna,,,,marna,To die
phelaen,phelay,,,,phelaen,Spread
saneha,saniha,saaniha,,,saniha,Incident
alaqon,ilaqon,elaiko,ilako,,elaiko,Local
qayadat,kayadat,qiyadat,,,qayadat,Leadership
Ghazanfar,ganazfer,,,,Ghazanfar,Lion
andesh,,,,,andesh,Consideration
yai,ye,yeah,yeh,,yai,This
Parades,pardais,,,,Parades,Foreign
deakhnay,dekhane,daikhnay,,,daikhnay,To see
pohnchy,,,,,pohnchy,Reached
hifaz,hifz,hiffz,,,hifz,Protection
kijiga,kijeayga,kijeyega,kijiyega,kijuyega,kijeayga,Will do
istehkaam,istehkam,istehqaam,istehqam,,istehkam,Stability
sona,,,,,sona,Gold
bakshain,bakshen,bakhshen,,,bakshen,Forgive
talakon,talaakon,,,,talakon,Separation
riyaya,reyaya,,,,riyaya,Subjects
ahliya,,,,,ahliya,Expertise
sikhate,sikhati,seekhti,sekhti,,sikhate,Teach
safaya,safayaaa,,,,safaya,Cleansing
safarname,safarnme,,,,safarname,Travelogue
Shahjahan,shahjahn,,,,Shahjahan,Shahjahan
dakhne,dakhny,dehkny,dekhiny,dekhney,dakhny,Southern
phar,,,,,phar,Route
samajhta,samajhita,smjhta,smjta,,samajhta,Understands
sochen,sochin,sochain,sochy,souchy,sochen,Think
ghizian,ghizain,gizaain,,,ghizian,Nutrients
parhati,,,,,parhati,Teaches
zoordar,zordaar,zordar,,,zoordar,Strong
pasmandah,pusmandah,,,,pasmandah,Defeated
pehnta,pahinta,,,,pehnta,Wears
Laganey,laganay,lagany,lagaaney,lgany,lgany,Applying
jumley,jumly,jumlay,,,jumlay,Sentences
lejaya,legaya,lygaya,,,legaya,Took
ustani,,,,,ustani,Teacher (Feminine)
shuhrat,,,,,shuhrat,Fame
tameez,tamiz,tamez,tmeez,,tameez,Manners
kehalwana,kehliwana,,,,kehliwana,Stylish
panah,punnah,pannah,,,panah,Shelter
mard,murd,,,,mard,Man
Wafaqi,wafake,wafaake,Wifaqi,wafaki,Wafaqi,Federal
fasadiyon,fasadyon,,,,fasadiyon,Mischief-makers
jaded,jadeed,jadid,jideed,,jadid,Modern
fankaron,fankaaro,fankaro,funkaron,,fankaro,Artists
parathaaa,paratha,,,,paratha,A type of bread
ruksat,rukhsat,rukhset,,,ruksat,Permission
qadeem,qadem,kadeem,,,qadeem,Ancient
sifaratkari,sifaratkaari,,,,sifaratkari,Diplomacy
kharidaron,kharedaro,kharedaron,kharidaro,,kharedaro,Buyers
lalkara,lulkara,lulkaara,,,lalkara,Challenge
raqam,rakam,,,,raqam,Amount
salahiyat,salahyat,salahyt,,,salahiyat,Capability
hamayat,hamayt,himayat,hemayat,hmayat,himayat,Support
jasakti,jaskti,,,,jasakti,Capability
azmana,,,,,azmana,Try
habib,habeeb,habeb,,,habeeb,Beloved
asoli,asuli,asooli,asoole,asule,asooli,Fundamental
karrawai,Karrewai,karwai,karwae,karrawae,karrawai,Behavior
Mabood,mabod,maibood,,,Mabood,Deity
kardene,kardine,kerdene,,,kardene,Doing
jheel,jhel,,,,jheel,Lake
jagate,jagaati,jagaate,jagati,,jagati,Awake
nikammy,nikmmey,nikamay,nikammay,,nikammy,Lazy
kardain,kardy,kerdain,kerdy,krdein,kardain,Do
aap,ap,app,aaap,aapp,ap,Self
Pakarmy,pakarne,pakrnay,pkarny,pkrney,Pakarmy,Pakistan Army
khaas,khas,khass,,,khaas,Special
hogaey,hogaye,hogayi,hogye,hogyi,hogayi,Done
Naimaton,Nematoon,,,,Naimaton,Blessings
hisay,hissay,hissy,,,hissay,Portions
Chakori,chakorii,,,,Chakori,Lovebird
Sharma,,,,,Sharma,Shy
gaa,ga,,,,ga,Sing
poshak,,,,,poshak,Clothing
tamashai,tamashe,tamashae,,,tamashai,Spectator
manne,mane,,,,mane,Meaning
lehraya,lahraya,lahiraya,lehiraya,,lahraya,Waved
naama,nama,namaa,,,naama,Account
Wo,who,woo,,,Wo,He/She/It
khulta,khultaa,,,,khulta,Opens
kangaaal,kangal,kungal,kungaal,,kangal,Poor
khazanay,khazany,khazanai,khzane,khazani,khazany,Treasures
karsaka,kursaka,karsuka,karska,,karsaka,Can do
zore,zoree,zoori,zoore,,zore,Strength
chalta,chlta,chaltaa,chilta,,chalta,Walks
dheet,dhet,,,,dheet,Stubborn
dekhawy,dekhawey,dikhawy,dikhawey,,dikhawy,Show-offs
Lashen,laashain,laashen,,,Lashen,Bodies
kashkol,kashkoul,,,,kashkol,Begging bowl
sun,sn,sunn,,,sun,Gold
Firdosi,firduse,firdose,,,Firdosi,Name
qasd,,,,,qasd,Intention
aega,,,,,aega,Will come
patwaran,putwaran,,,,patwaran,Landlord
Zamanat,zamant,,,,zamant,Time
daikhna,dakhna,dekhnaa,dekhna,deikhna,dekhna,See
mafoz,maflooj,mafloj,,,mafoz,Safe
ugle,ungli,,,,ungli,Finger
Hamiyo,Hamiyon,haamiyoun,hameyon,,Hamiyo,Allies
jaon,jaoon,jaoun,jaun,,jaon,Go
roak,rok,roke,,,roak,Stop
rishetdar,rishtedar,rishtadar,,,rishetdar,Relatives
qabiliat,qabliat,qabliyat,kabliyat,,qabiliat,Capability
pehntii,pahinti,,,,pehntii,Wearing (Feminine)
Zakhmi,zakhme,,,,Zakhmi,Injured
alvidah,alvida,,,,alvida,Goodbye
pehnanay,pehnane,,,,pehnanay,Wearing
utho,otho,,,,utho,Get up
Lautne,loutne,loteine,loutaine,lauteny,Lautne,Returning
Waqar,waqaar,,,,Waqar,Dignity
utrein,,,,,utrein,Get down
intezamia,intezamiya,intizamia,entazamia,,intezamiya,Management
nikalwany,nikalwny,,,,nikalwany,Getting out
koshishein,koshishen,koshishain,,,koshishein,Efforts
sajdah,sajjadah,sajjada,sajida,sajda,sajdah,Prostration
pakri,,,,,pakri,Caught
nafees,nufees,nafes,,,nafees,Elegant
tmny,tumny,tumnay,tumney,,tumny,You
kamalaat,kamalat,kamaalat,,,kamalat,Qualities
shauk,shauq,shook,,,shauk,Hobby
tahaffuz,tuhafoz,tahafuz,tahfuz,tehafuz,tahaffuz,Protection
karwati,karwate,kerwati,krwati,krwate,karwati,Makes
tazkare,tazkeray,,,,tazkeray,Reminders
zindage,zindagii,zindagi,zidagi,zindadgi,zindagi,Life
gorey,gourey,goriy,,,gorey,Fair-skinned people
nashity,nushity,,,,nashity,Intoxication
ghaibee,giabe,ghaibe,ghabe,gaibi,giabe,Wounds
larzish,lurzish,,,,larzish,Tremor
Fara,faraa,,,,Fara,Separation
goonjta,gonjta,gounjta,,,gonjta,Echoes
Lagnay,laginay,lagny,,,Lagnay,Touching
daygaya,dygaya,deygaya ,dygya,,daygaya,Given
khayal,khayaal,khyal,kheyal,khiyal,khayal,Thought
agaya,aagaya,,,,agaya,Arrived
bahtreen,behtreen,bahtaren,,,bahtreen,Excellent
Sailab,sailaab,,,,Sailab,Flood
Haro,haaro,,,,Haro,Lose
saat,sat,,,,saat,Time
pohanche,Pohanchi,pohnche,pohnchi,,pohanche,Reached
aadha,adha,,,,adha,Half
gadhay,gadhy,gadhey,,,gadhay,Donkeys
saholaton,sahulton,,,,saholaton,Facilities
kamtar,kamtur,kumtar,,,kamtar,Lesser
jaali,jaale,Jali,,,jaali,Fake
jaao,jao,,,,jao,Go
lughaton,luggato,lugato,lughato,loghato,luggato,Perceptions
sharminda,sharmindah,sharmnda,,,sharminda,Embarrassed
mahsoos,mhsoos,mehsoos,,,mahsoos,Feel
ubhra,obhra,,,,ubhra,Emerged
jaraseem,jarasem,jarasim,,,jaraseem,Germs
jeet,jet,,,,jeet,Victory
hafiz,haafiz,,,,hafiz,Protector
namo,naamo,,,,namo,Identities
saazon,sazon,,,,saazon,Seasons
pehante,pahchanti,,,,pehante,Wearing
Jinah,jinnah,,,,jinnah,Name
rahinay,rahiny,rehinay,rehny,rehnay,rahinay,Staying
gaae,gae,gai,gaie,gaii,gai,Gone
lakhon,laakhon,,,,lakhon,Millions
pabandi,pabundi,pabendi,,,pabandi,Restriction
afaqiyat,affiat,afiyat,,,afiyat,Health
ibratnak,ibretnak,ibratnaak,ibretnaak,,ibratnak,Lesson-filled
ghus,ghuss,gus,,,gus,Anger
Girne,girni,,,,Girne,Falling
jeena,jena,jenaa,,,jeena,Living
agarcha,agarchay,,,,agarchay,Although
gahre,gahri,gehre,gehri,ghari,gahri,Deep
wesay,wesy,wisay,,,wesay,Generally
jayain,jayen,,,,jayain,Let's go
pathrao,Phatrao,patheroun,Pattharon,Pattheron,pathrao,Pressure
gatar,gutter,gattar,gatter,gater,gatar,Pit
thekedaron,thakydaaro,thekadaro,theekydaro,thekedaroun,thekedaron,Contractors
shreef,shareef,sharef,sharif,shrif,shareef,Respectable
fittay,fitty,fity,,,fittay,Impacts
hamlay,hamley,humley,hamly,hamlai,hamlay,Attacks
Subah,subha,,,,subha,Morning
baqaiyda,baquaida,baqaeda,bakaidah,baqaidah,baquaida,Regularly
fans,fanss,,,,fans,Fans
nafsiat,nafsiyat,,,,nafsiyat,Psychology
darul,daarul,darull,,,darul,House of
mahrbane,mhrbni,mehrbani,mhrbi,,mahrbane,Kindness
aksariyat,aksriyat,,,,aksariyat,Majority
Azam,azum,,,,Azam,Resolve
ghuthne,ghutne,ghutene,,,ghutne,Knees
akele,akeli,,,,akeli,Alone
ghuzraty,ghuzrity,guzartay,guzarity,,guzarity,Passing
tanzeem,tanzem,,,,tanzeem,Organization
Kolkata,,,,,Kolkata,Name of a city
girna,girnaa,,,,girna,Falling
kiraye,kirae,,,,kiraye,Rents
tareeqon,tareeqo,tarekon,,,tarekon,Ways
eske,eski,iske,iski,,iske,Its
kitne,kitni,kitnii,ktne,ktni,kitni,How many
kapery,kapray,kapre,kaprhe,kapday,kapray,Clothes
Insidad,insedaad,insidaad,,,Insidad,Intensity
marwati,marwaty,mrwaty,,,marwati,Makes
taham,taahum,tahum,,,taham,However
balbotey,blbotey,balboty,balbuty,,balbuty,Stammering
tarruf,taruf,,,,tarruf,Introduction
lane,lani,laane,,,lane,Bringing
Haleem,halim,halem,,,Haleem,Name
qadeer,qader,,,,qadeer,Capable
Rabbani,rabani,,,,Rabbani,Divine
nikalna,nikaalina,nikalina,niklna,,nikalna,Going out
agar,ager,aggar,agr,aghr,agar,If
sarkari,sarkaari,sarkaare,serkari,,sarkari,Governmental
bantnay,bantny,bantney,,,bantnay,Distributing
delati,dilati,delaati,dilaati,delatii,dilati,Giving
rahe,rahee,rahi,rhe,rhi,rahe,Remains
tarjeehat,tarjehat,tarjehaat,,,tarjeehat,Preferences
saathi,sathi,,,,saathi,Companion
zilat,zillat,zilaat,,,zilat,Humiliation
rahmo,rahimo,,,,rahmo,Mercy
tarak,taruk,,,,tarak,Leaving
naouzbillah,nauzbillah,nazubillah,,,nauzbillah,God forbid
uterna,,,,,uterna,Get off
tavajo,tavajoh,tawajoh,tawajo,,tavajo,Attention
baagh,bhag,bhagh,bhagg,,bhag,Escape
israar,israr,,,,israar,Insistence
tajasus,tajasis,,,,tajasus,Curiosity
ikhtaiarat,ikhtayaraat,ikhtayarat,Ikhtiarat,ikhteyarat,ikhtaiarat,Choices
Sarapa,sarappa,,,,Sarapa,Complete
gulookari,glukare,gulookare,,,glukare,Cheaters
teen,ten,,,,teen,Three
tabahkun,tabahkn,,,,tabahkun,Destructive
Qatal,katal,,,,Qatal,Murder
razakaron,razakaroun,,,,razakaron,Murderers
hounton,hotoun,hountun,honton,,hounton,Lips
Dauhraya,dohraya,,,,dohraya,Doubled
raoshni,roshan,rushan,Raushan,,roshan,Bright
Chara,charaa,,,,Chara,Cheat
karon,karoon,kaaron,kron,kroon,karon,Actions
juma,jumma,,,,jumma,Friday
Jaladiye,jalaadya,jaladeya,,,Jaladiye,Urgently
nawaze,nawze,,,,nawaze,Grace
shamat,shaamat,,,,shaamat,Ruin
puranay,puraney,poranay,,,puranay,Old
phenata,phanita,,,,phanita,Trap
chorro,choroon,chooron,choro,,choro,Thieves
aaja,aajaa,aja,,,aja,Come
hukomatein,hakomatain,hakumatain,hukomatien,hukomaten,hakomatain,Authorities
pharndia,,,,,pharndia,Worn out
arazi,arzii,aarzi,arzi,,arzi,Temporary
zaroratmandon,zarooratmando,zaroratmndo,zaroretmando,,zaroratmandon,Needy
darazi,darzi,drzzi,derzi,derzii,darazi,Extremism
Zariya,zareeya,zarya,zaria,zareea,Zariya,Means
chanchal,chunchal,chnchl,chanchil,,chanchal,Playful
khake,khaki,khaaki,khaake,,khaki,Earthly
Fizai,fizae,,,,Fizai,Aerial
chain,chaen,chein,,,chain,Peace
afsana,,,,,afsana,Story
gam,gham,ghum,gum,,gham,Sorrow
jailon,,,,,jailon,Prisons
ghabrao,gabrao,gharbaao,,,ghabrao,Be afraid
shukrguzar,shukurguzaar,shukrguzaar,,,shukrguzar,Grateful
kareema,karema,krema,,,kareema,Generous
tab,taab,tub,tb,tbh,tab,Habit
darhi,daarhi,darhii,,,darhi,Beard
aawam,awam,awaam,,,awam,Public
karwadia,krwadya,karwadya,karwadeya,krwadeya,karwadia,Implemented
chalega,chalyga,chalegaa,chalayga,,chalega,Will work
kab,kub,kabb,kb,,kab,When
dharam,dharem,dharum,dharm,dherm,dharam,Religion
zabardast,zbardast,zabrdast,zabardust,zaberdust,zabardast,Excellent
ek,ak,aik,aikk,ik,ek,One
Jhukunga,jhukonga,,,,jhukonga,Will bow
amraaz,amraz,,,,amraaz,Diseases
hojae,hojai,Hojain,hojay,,hojay,Happen
tehqiqati,tahkeekati,tahqeeqati,tahkekati,tahqeqat,tehqiqati,Investigative
harame,Harami,harrame,haraami,hrami,Harami,Bastard
luteron,lutainron,luterion,,,luteron,Robbers
gonsha,ghonshaa,,,,ghonshaa,Whispers
chalaya,chlaya,chulaya,chalaaya,,chalaya,Ran
ibtada,ibteda,ibtida,ebtada,,ibtada,Beginning
anmol,anmool,,,,anmool,Priceless
irteqa,irtiqa,,,,irteqa,Progress
anday,andy,,,,andy,Eggs
roty,rotay,,,,roty,Cries
jahalat,jahaalat,jahalt,jhaalat,,jahalat,Ignorance
asy,asai,aesy,,,asy,Like this
ramadan,ramazan,Ramzan,rmzan,,ramazan,Ramadan
tamghe,tamghy,,,,tamghy,Medals
frmanbrdari,farmanbrdari,frmanbardare,farmanbardari,,frmanbardare,Obedient
